Electricity_Demand_MW,H2_Demand_tonne,Solar_Capacity_Factor,NG_Demand_MMBtu
8520,14.06,0,14.06
9199,18.37,0.106,18.37
9723,23.64,0.2685,23.64
9970,27.01,0.3766,27.01
10006,27.7,0.3609,27.7
9914,27.58,0.3393,27.58
9771,26.75,0.3399,26.75
9628,26.18,0.3814,26.18
9559,25.04,0.3407,25.04
9852,23.83,0.1825,23.83
10586,21.36,0,21.36
10731,18.37,0,18.37
10422,14.69,0,14.69
10081,11.71,0,11.71
9629,9.1,0,9.1
9059,6.56,0,6.56
8468,4.47,0,4.47
8033,1.62,0,1.62
7793,1.22,0,1.22
7711,1.75,0,1.75
7718,4,0,4
7822,8.24,0,8.24
8062,13.41,0,13.41
8451,16.79,0,16.79
8882,19.24,0.0402,19.24
9489,20.24,0.321,20.24
9926,21.43,0.5245,21.43
10142,25.41,0.6441,25.41
10189,27.06,0.7124,27.06
10146,27.86,0.7357,27.86
10036,27.33,0.7389,27.33
9926,27.06,0.6854,27.06
9981,25.94,0.5341,25.94
10404,24.61,0.3205,24.61
11369,21.76,0.0422,21.76
11758,18.12,0,18.12
11556,13.81,0,13.81
11152,10.5,0,10.5
10484,7.32,0,7.32
9722,4.53,0,4.53
8998,2.68,0,2.68
8505,2.49,0,2.49
8265,1.8,0,1.8
8168,1.66,0,1.66
8189,2.46,0,2.46
8428,4.43,0,4.43
9147,7.27,0,7.27
10459,10.98,0,10.98
11099,15,0.0059,15
11148,18.95,0.2662,18.95
11081,21.02,0.4829,21.02
11015,21.68,0.5778,21.68
10917,22.62,0.5997,22.62
10710,24.07,0.6695,24.07
10549,25.15,0.7068,25.15
10359,26.32,0.671,26.32
10290,26.98,0.5219,26.98
10536,25.67,0.315,25.67
11403,23.24,0.0489,23.24
11764,19.29,0,19.29
11544,14.93,0,14.93
11133,11.4,0,11.4
10421,8.83,0,8.83
9484,6.2,0,6.2
8634,3.95,0,3.95
8090,1.69,0,1.69
7811,1.24,0,1.24
7709,1.74,0,1.74
7707,4.05,0,4.05
7943,8.71,0,8.71
8680,14,0,14
10023,17.32,0,17.32
10659,19.85,0.0062,19.85
10701,20.91,0.2119,20.91
10668,20.01,0.3608,20.01
10648,19.9,0.4334,19.9
10556,20.63,0.496,20.63
10434,21.93,0.4844,21.93
10341,22.77,0.5786,22.77
10225,24.62,0.4078,24.62
10169,26.14,0.3444,26.14
10383,25.41,0.2249,25.41
11184,23.89,0.0122,23.89
11488,19.68,0,19.68
11197,14.45,0,14.45
10762,10.46,0,10.46
10056,7.87,0,7.87
9134,4.67,0,4.67
8318,2.64,0,2.64
7763,1.76,0,1.76
7466,1.29,0,1.29
7322,1.82,0,1.82
7307,4.23,0,4.23
7510,9.1,0,9.1
8252,14.62,0,14.62
9581,18.08,0,18.08
10291,20.72,0,20.72
10431,21.84,0.142,21.84
10465,20.9,0.2896,20.9
10495,20.78,0.3832,20.78
10449,21.54,0.4001,21.54
10324,22.89,0.3979,22.89
10266,23.77,0.3975,23.77
10149,25.71,0.4351,25.71
10110,27.3,0.3602,27.3
10359,26.53,0.2179,26.53
11099,24.95,0.0012,24.95
11355,20.54,0,20.54
11088,15.09,0,15.09
10636,10.92,0,10.92
9927,8.22,0,8.22
8993,4.87,0,4.87
8142,2.76,0,2.76
7625,1.86,0,1.86
7352,1.36,0,1.36
7247,1.92,0,1.92
7297,4.46,0,4.46
7532,9.61,0,9.61
8314,15.44,0,15.44
9641,19.1,0,19.1
10287,21.89,0,21.89
10370,23.07,0.251,23.07
10385,22.07,0.398,22.07
10365,21.95,0.5777,21.95
10310,22.76,0.5222,22.76
10247,24.18,0.4391,24.18
10244,25.11,0.4041,25.11
10168,27.16,0.3776,27.16
10204,28.83,0.2577,28.83
10572,28.03,0.0836,28.03
11259,26.35,0,26.35
11406,21.7,0,21.7
11121,15.94,0,15.94
10679,11.53,0,11.53
9966,8.68,0,8.68
9025,5.15,0,5.15
8187,2.91,0,2.91
7611,2.86,0,2.86
7284,2.02,0,2.02
7110,1.96,0,1.96
7082,2.74,0,2.74
7266,5.09,0,5.09
7941,8.36,0,8.36
9190,12.69,0,12.69
9935,17.24,0,17.24
10145,21.85,0.1131,21.85
10199,24.2,0.3099,24.2
10213,24.98,0.4462,24.98
10135,26.13,0.4971,26.13
9964,27.76,0.5491,27.76
9842,28.98,0.5788,28.98
9677,30.4,0.5935,30.4
9588,31.19,0.4606,31.19
9757,29.64,0.2861,29.64
10423,26.81,0.04,26.81
10732,22.28,0,22.28
10465,17.32,0,17.32
10112,13.22,0,13.22
9608,10.32,0,10.32
8902,7.2,0,7.2
8169,4.66,0,4.66
7626,2.88,0,2.88
7319,3.71,0,3.71
7175,1.36,0,1.36
7115,2.12,0,2.12
7188,3.96,0,3.96
7493,6.5,0,6.5
7971,9.93,0,9.93
8487,14.06,0.0686,14.06
9054,18.37,0.3334,18.37
9378,23.64,0.535,23.64
9475,27.01,0.6862,27.01
9397,27.7,0.7269,27.7
9213,27.58,0.7132,27.58
8987,26.75,0.6894,26.75
8846,26.18,0.6259,26.18
8855,25.04,0.4635,25.04
9156,23.83,0.2577,23.83
9899,21.36,0.0324,21.36
10203,18.37,0,18.37
9935,14.69,0,14.69
9625,11.71,0,11.71
9180,9.1,0,9.1
8581,6.56,0,6.56
7971,4.47,0,4.47
7490,1.62,0,1.62
7210,1.22,0,1.22
7059,1.75,0,1.75
7011,4,0,4
7070,8.24,0,8.24
7293,13.41,0,13.41
7609,16.79,0,16.79
8012,19.24,0.0784,19.24
8538,20.24,0.3412,20.24
8900,21.43,0.5422,21.43
9034,25.41,0.6945,25.41
9054,27.06,0.7433,27.06
8953,27.86,0.7488,27.86
8781,27.33,0.7431,27.33
8625,27.06,0.6884,27.06
8611,25.94,0.5364,25.94
8917,24.61,0.3355,24.61
9775,21.76,0.076,21.76
10295,18.12,0,18.12
10076,13.81,0,13.81
9756,10.5,0,10.5
9251,7.32,0,7.32
8620,4.53,0,4.53
8004,2.68,0,2.68
7591,2.49,0,2.49
7349,1.8,0,1.8
7210,1.66,0,1.66
7233,2.46,0,2.46
7428,4.43,0,4.43
7961,7.27,0,7.27
8744,10.98,0,10.98
9347,15,0.0526,15
9828,18.95,0.2708,18.95
10129,21.02,0.4689,21.02
10263,21.68,0.7172,21.68
10228,22.62,0.6904,22.62
10062,24.07,0.7406,24.07
9882,25.15,0.7488,25.15
9738,26.32,0.7112,26.32
9696,26.98,0.557,26.98
9990,25.67,0.354,25.67
10862,23.24,0.088,23.24
11318,19.29,0,19.29
11040,14.93,0,14.93
10615,11.4,0,11.4
9962,8.83,0,8.83
9128,6.2,0,6.2
8372,3.95,0,3.95
7888,1.69,0,1.69
7640,1.24,0,1.24
7545,1.74,0,1.74
7585,4.05,0,4.05
7831,8.71,0,8.71
8541,14,0,14
9651,17.32,0,17.32
10291,19.85,0.0473,19.85
10491,20.91,0.297,20.91
10481,20.01,0.5162,20.01
10455,19.9,0.6557,19.9
10351,20.63,0.6814,20.63
10191,21.93,0.6802,21.93
10110,22.77,0.6721,22.77
10039,24.62,0.5062,24.62
10042,26.14,0.379,26.14
10338,25.41,0.2003,25.41
11123,23.89,0.015,23.89
11418,19.68,0,19.68
11097,14.45,0,14.45
10601,10.46,0,10.46
9885,7.87,0,7.87
8968,4.67,0,4.67
8153,2.64,0,2.64
7599,1.76,0,1.76
7284,1.29,0,1.29
7147,1.82,0,1.82
7125,4.23,0,4.23
7333,9.1,0,9.1
7991,14.62,0,14.62
9047,18.08,0,18.08
9732,20.72,0.0178,20.72
9950,21.84,0.2828,21.84
9972,20.9,0.4612,20.9
10004,20.78,0.59,20.78
9950,21.54,0.4844,21.54
9807,22.89,0.5318,22.89
9709,23.77,0.6033,23.77
9560,25.71,0.5808,25.71
9469,27.3,0.4795,27.3
9656,26.53,0.2821,26.53
10381,24.95,0.0584,24.95
10819,20.54,0,20.54
10562,15.09,0,15.09
10151,10.92,0,10.92
9508,8.22,0,8.22
8638,4.87,0,4.87
7846,2.76,0,2.76
7303,1.86,0,1.86
6999,1.36,0,1.36
6838,1.92,0,1.92
6820,4.46,0,4.46
7001,9.61,0,9.61
7652,15.44,0,15.44
8744,19.1,0,19.1
9451,21.89,0.0098,21.89
9760,23.07,0.2113,23.07
9924,22.07,0.343,22.07
9981,21.95,0.4909,21.95
9974,22.76,0.5888,22.76
9877,24.18,0.5443,24.18
9772,25.11,0.6127,25.11
9652,27.16,0.627,27.16
9540,28.83,0.5153,28.83
9671,28.03,0.3325,28.03
10355,26.35,0.0824,26.35
10836,21.7,0,21.7
10620,15.94,0,15.94
10217,11.53,0,11.53
9588,8.68,0,8.68
8742,5.15,0,5.15
7977,2.91,0,2.91
7457,2.86,0,2.86
7157,2.02,0,2.02
7019,1.96,0,1.96
7027,2.74,0,2.74
7231,5.09,0,5.09
7861,8.36,0,8.36
8911,12.69,0,12.69
9703,17.24,0.0002,17.24
10187,21.85,0.0507,21.85
10441,24.2,0.1645,24.2
10613,24.98,0.2004,24.98
10669,26.13,0.2721,26.13
10604,27.76,0.3008,27.76
10565,28.98,0.5094,28.98
10490,30.4,0.3392,30.4
10443,31.19,0.3026,31.19
10639,29.64,0.1432,29.64
11072,26.81,0,26.81
11096,22.28,0,22.28
10745,17.32,0,17.32
10289,13.22,0,13.22
9690,10.32,0,10.32
8930,7.2,0,7.2
8178,4.66,0,4.66
7621,2.88,0,2.88
7287,3.71,0,3.71
7110,1.36,0,1.36
7044,2.12,0,2.12
7131,3.96,0,3.96
7410,6.5,0,6.5
7828,9.93,0,9.93
8316,14.06,0.0882,14.06
8903,18.37,0.3218,18.37
9358,23.64,0.4539,23.64
9582,27.01,0.5352,27.01
9587,27.7,0.5652,27.7
9485,27.58,0.584,27.58
9318,26.75,0.5703,26.75
9195,26.18,0.5633,26.18
9175,25.04,0.4633,25.04
9422,23.83,0.2981,23.83
10096,21.36,0.077,21.36
10560,18.37,0,18.37
10326,14.69,0,14.69
9995,11.71,0,11.71
9553,9.1,0,9.1
8922,6.56,0,6.56
8318,4.47,0,4.47
7861,1.62,0,1.62
7565,1.22,0,1.22
7413,1.75,0,1.75
7380,4,0,4
7441,8.24,0,8.24
7665,13.41,0,13.41
7947,16.79,0,16.79
8333,19.24,0.1132,19.24
8885,20.24,0.3726,20.24
9239,21.43,0.5733,21.43
9411,25.41,0.7192,25.41
9462,27.06,0.7624,27.06
9411,27.86,0.765,27.86
9235,27.33,0.7629,27.33
9050,27.06,0.7244,27.06
9032,25.94,0.5702,25.94
9325,24.61,0.3664,24.61
10098,21.76,0.1085,21.76
10815,18.12,0,18.12
10621,13.81,0,13.81
10226,10.5,0,10.5
9618,7.32,0,7.32
8863,4.53,0,4.53
8192,2.68,0,2.68
7755,2.49,0,2.49
7537,1.8,0,1.8
7463,1.66,0,1.66
7507,2.46,0,2.46
7785,4.43,0,4.43
8561,7.27,0,7.27
9775,10.98,0,10.98
10421,15,0.1125,15
10491,18.95,0.356,18.95
10455,21.02,0.5329,21.02
10410,21.68,0.6532,21.68
10322,22.62,0.6198,22.62
10206,24.07,0.576,24.07
10120,25.15,0.4972,25.15
9988,26.32,0.434,26.32
9982,26.98,0.3725,26.98
10280,25.67,0.2309,25.67
10958,23.24,0.031,23.24
11328,19.29,0,19.29
11037,14.93,0,14.93
10526,11.4,0,11.4
9789,8.83,0,8.83
8873,6.2,0,6.2
8044,3.95,0,3.95
7520,1.69,0,1.69
7231,1.24,0,1.24
7107,1.74,0,1.74
7106,4.05,0,4.05
7335,8.71,0,8.71
8093,14,0,14
9290,17.32,0,17.32
9931,19.85,0.1087,19.85
10061,20.91,0.3544,20.91
10102,20.01,0.526,20.01
10091,19.9,0.6408,19.9
10018,20.63,0.7259,20.63
9875,21.93,0.7394,21.93
9788,22.77,0.7445,22.77
9659,24.62,0.6903,24.62
9603,26.14,0.5453,26.14
9803,25.41,0.3608,25.41
10518,23.89,0.1034,23.89
11166,19.68,0,19.68
11523,14.45,0,14.45
10998,10.46,0,10.46
10215,7.87,0,7.87
9261,4.67,0,4.67
8427,2.64,0,2.64
7875,1.76,0,1.76
7605,1.29,0,1.29
7467,1.82,0,1.82
7469,4.23,0,4.23
7673,9.1,0,9.1
8349,14.62,0,14.62
9493,18.08,0,18.08
10224,20.72,0.0012,20.72
10547,21.84,0.0987,21.84
10752,20.9,0.236,20.9
10930,20.78,0.2788,20.78
10989,21.54,0.2928,21.54
10958,22.89,0.305,22.89
10901,23.77,0.3275,23.77
10816,25.71,0.2761,25.71
10785,27.3,0.2452,27.3
10991,26.53,0.1599,26.53
11525,24.95,0.0273,24.95
11867,20.54,0,20.54
11605,15.09,0,15.09
11147,10.92,0,10.92
10416,8.22,0,8.22
9477,4.87,0,4.87
8641,2.76,0,2.76
8120,1.86,0,1.86
7834,1.36,0,1.36
7683,1.92,0,1.92
7693,4.46,0,4.46
7904,9.61,0,9.61
8636,15.44,0,15.44
9807,19.1,0,19.1
10509,21.89,0.08,21.89
10720,23.07,0.2855,23.07
10776,22.07,0.4105,22.07
10815,21.95,0.4747,21.95
10751,22.76,0.4782,22.76
10634,24.18,0.4608,24.18
10572,25.11,0.4747,25.11
10448,27.16,0.4699,27.16
10397,28.83,0.3974,28.83
10593,28.03,0.2223,28.03
11080,26.35,0.0145,26.35
11311,21.7,0,21.7
11017,15.94,0,15.94
10603,11.53,0,11.53
10035,8.68,0,8.68
9282,5.15,0,5.15
8517,2.91,0,2.91
7982,2.86,0,2.86
7654,2.02,0,2.02
7449,1.96,0,1.96
7341,2.74,0,2.74
7371,5.09,0,5.09
7615,8.36,0,8.36
8056,12.69,0,12.69
8598,17.24,0,17.24
9260,21.85,0.0075,21.85
9749,24.2,0.0829,24.2
9971,24.98,0.106,24.98
10017,26.13,0.1481,26.13
9869,27.76,0.1729,27.76
9583,28.98,0.2197,28.98
9292,30.4,0.1981,30.4
9102,31.19,0.2511,31.19
9139,29.64,0.2893,29.64
9614,26.81,0.0931,26.81
10222,22.28,0,22.28
9995,17.32,0,17.32
9682,13.22,0,13.22
9202,10.32,0,10.32
8602,7.2,0,7.2
7977,4.66,0,4.66
7477,2.88,0,2.88
7172,3.71,0,3.71
7002,1.36,0,1.36
6932,2.12,0,2.12
6985,3.96,0,3.96
7176,6.5,0,6.5
7482,9.93,0,9.93
7921,14.06,0.0225,14.06
8559,18.37,0.1601,18.37
9060,23.64,0.2694,23.64
9283,27.01,0.3401,27.01
9368,27.7,0.3964,27.7
9349,27.58,0.429,27.58
9206,26.75,0.4177,26.75
9116,26.18,0.4012,26.18
9118,25.04,0.3398,25.04
9343,23.83,0.2407,23.83
9973,21.36,0.0868,21.36
10663,18.37,0,18.37
10496,14.69,0,14.69
10096,11.71,0,11.71
9457,9.1,0,9.1
8678,6.56,0,6.56
7993,4.47,0,4.47
7552,1.62,0,1.62
7351,1.22,0,1.22
7282,1.75,0,1.75
7335,4,0,4
7619,8.24,0,8.24
8415,13.41,0,13.41
9632,16.79,0,16.79
10309,19.24,0.1375,19.24
10445,20.24,0.3806,20.24
10471,21.43,0.5627,21.43
10485,25.41,0.7102,25.41
10418,27.06,0.7463,27.06
10262,27.86,0.7455,27.86
10148,27.33,0.7486,27.33
9977,27.06,0.7211,27.06
9935,25.94,0.5753,25.94
10160,24.61,0.3772,24.61
10845,21.76,0.1252,21.76
11615,18.12,0,18.12
11459,13.81,0,13.81
11049,10.5,0,10.5
10356,7.32,0,7.32
9442,4.53,0,4.53
8657,2.68,0,2.68
8163,2.49,0,2.49
7945,1.8,0,1.8
7862,1.66,0,1.66
7898,2.46,0,2.46
8165,4.43,0,4.43
8944,7.27,0,7.27
10130,10.98,0,10.98
10759,15,0.156,15
10816,18.95,0.404,18.95
10701,21.02,0.5895,21.02
10651,21.68,0.7352,21.68
10567,22.62,0.7585,22.62
10376,24.07,0.7574,24.07
10256,25.15,0.7564,25.15
10085,26.32,0.7218,26.32
9956,26.98,0.5695,26.98
10142,25.67,0.3748,25.67
10717,23.24,0.1256,23.24
11461,19.29,0,19.29
11348,14.93,0,14.93
10960,11.4,0,11.4
10247,8.83,0,8.83
9288,6.2,0,6.2
8437,3.95,0,3.95
7910,1.69,0,1.69
7642,1.24,0,1.24
7501,1.74,0,1.74
7505,4.05,0,4.05
7716,8.71,0,8.71
8468,14,0,14
9601,17.32,0,17.32
10166,19.85,0.1417,19.85
10185,20.91,0.3746,20.91
10116,20.01,0.555,20.01
10057,19.9,0.6888,19.9
9938,20.63,0.7151,20.63
9791,21.93,0.7191,21.93
9707,22.77,0.7169,22.77
9530,24.62,0.6913,24.62
9443,26.14,0.5456,26.14
9574,25.41,0.3435,25.41
10109,23.89,0.1074,23.89
10805,19.68,0,19.68
10641,14.45,0,14.45
10230,10.46,0,10.46
9517,7.87,0,7.87
8590,4.67,0,4.67
7740,2.64,0,2.64
7227,1.76,0,1.76
6947,1.29,0,1.29
6804,1.82,0,1.82
6773,4.23,0,4.23
6978,9.1,0,9.1
7694,14.62,0,14.62
8773,18.08,0,18.08
9442,20.72,0.1197,20.72
9590,21.84,0.3088,21.84
9641,20.9,0.5262,20.9
9676,20.78,0.6962,20.78
9667,21.54,0.7041,21.54
9575,22.89,0.7214,22.89
9532,23.77,0.7182,23.77
9424,25.71,0.6799,25.71
9358,27.3,0.5003,27.3
9474,26.53,0.2563,26.53
9975,24.95,0.0573,24.95
10518,20.54,0,20.54
10324,15.09,0,15.09
9890,10.92,0,10.92
9189,8.22,0,8.22
8258,4.87,0,4.87
7447,2.76,0,2.76
6919,1.86,0,1.86
6646,1.36,0,1.36
6507,1.92,0,1.92
6480,4.46,0,4.46
6689,9.61,0,9.61
7403,15.44,0,15.44
8626,19.1,0,19.1
9443,21.89,0.068,21.89
9704,23.07,0.2112,23.07
9797,22.07,0.3565,22.07
9842,21.95,0.6662,21.95
9789,22.76,0.5108,22.76
9649,24.18,0.5606,24.18
9561,25.11,0.6121,25.11
9425,27.16,0.5991,27.16
9376,28.83,0.4829,28.83
9491,28.03,0.3458,28.03
9892,26.35,0.1261,26.35
10483,21.7,0,21.7
10305,15.94,0,15.94
9964,11.53,0,11.53
9454,8.68,0,8.68
8738,5.15,0,5.15
8006,2.91,0,2.91
7498,2.86,0,2.86
7239,2.02,0,2.02
7111,1.96,0,1.96
7083,2.74,0,2.74
7185,5.09,0,5.09
7485,8.36,0,8.36
7906,12.69,0,12.69
8530,17.24,0.1557,17.24
9122,21.85,0.3873,21.85
9490,24.2,0.5217,24.2
9569,24.98,0.5533,24.98
9497,26.13,0.5509,26.13
9328,27.76,0.5609,27.76
9121,28.98,0.5476,28.98
8940,30.4,0.5405,30.4
8871,31.19,0.4664,31.19
9010,29.64,0.3215,29.64
9451,26.81,0.1216,26.81
10147,22.28,0,22.28
10013,17.32,0,17.32
9737,13.22,0,13.22
9287,10.32,0,10.32
8667,7.2,0,7.2
8057,4.66,0,4.66
7591,2.88,0,2.88
7452,3.71,0,3.71
7312,1.36,0,1.36
7169,2.12,0,2.12
7138,3.96,0,3.96
7249,6.5,0,6.5
7512,9.93,0,9.93
7809,14.06,0.1634,14.06
8257,18.37,0.3936,18.37
8664,23.64,0.5714,23.64
8875,27.01,0.71,27.01
8929,27.7,0.7321,27.7
8867,27.58,0.7319,27.58
8689,26.75,0.7256,26.75
8473,26.18,0.6916,26.18
8338,25.04,0.5494,25.04
8375,23.83,0.3596,23.83
8619,21.36,0.1252,21.36
9041,18.37,0,18.37
9793,14.69,0,14.69
9641,11.71,0,11.71
9055,9.1,0,9.1
8301,6.56,0,6.56
7513,4.47,0,4.47
7018,1.62,0,1.62
6730,1.22,0,1.22
6622,1.75,0,1.75
6637,4,0,4
6834,8.24,0,8.24
7545,13.41,0,13.41
8884,16.79,0,16.79
9660,19.24,0.1679,19.24
9765,20.24,0.396,20.24
9727,21.43,0.563,21.43
9760,25.41,0.6706,25.41
9738,27.06,0.6657,27.06
9638,27.86,0.6913,27.86
9575,27.33,0.7119,27.33
9428,27.06,0.6575,27.06
9292,25.94,0.4746,25.94
9255,24.61,0.2529,24.61
9377,21.76,0.0605,21.76
9691,18.12,0,18.12
10200,13.81,0,13.81
9895,10.5,0,10.5
9179,7.32,0,7.32
8257,4.53,0,4.53
7404,2.68,0,2.68
6824,2.49,0,2.49
6491,1.8,0,1.8
6333,1.66,0,1.66
6295,2.46,0,2.46
6462,4.43,0,4.43
7094,7.27,0,7.27
8389,10.98,0,10.98
9259,15,0.0216,15
9497,18.95,0.1372,18.95
9587,21.02,0.3468,21.02
9652,21.68,0.3952,21.68
9664,22.62,0.4551,22.62
9610,24.07,0.5095,24.07
9593,25.15,0.5567,25.15
9495,26.32,0.5691,26.32
9400,26.98,0.4904,26.98
9407,25.67,0.3087,25.67
9511,23.24,0.1034,23.24
9660,19.29,0,19.29
10128,14.93,0,14.93
9850,11.4,0,11.4
9147,8.83,0,8.83
8199,6.2,0,6.2
7325,3.95,0,3.95
6740,1.69,0,1.69
6425,1.24,0,1.24
6264,1.74,0,1.74
6257,4.05,0,4.05
6405,8.71,0,8.71
7053,14,0,14
8360,17.32,0,17.32
9166,19.85,0.1381,19.85
9354,20.91,0.3552,20.91
9463,20.01,0.516,20.01
9550,19.9,0.6441,19.9
9566,20.63,0.6863,20.63
9480,21.93,0.6974,21.93
9460,22.77,0.689,22.77
9358,24.62,0.6444,24.62
9286,26.14,0.5104,26.14
9356,25.41,0.3224,25.41
9577,23.89,0.0976,23.89
9809,19.68,0,19.68
10169,14.45,0,14.45
9908,10.46,0,10.46
9251,7.87,0,7.87
8331,4.67,0,4.67
7488,2.64,0,2.64
6946,1.76,0,1.76
6646,1.29,0,1.29
6500,1.82,0,1.82
6489,4.23,0,4.23
6670,9.1,0,9.1
7351,14.62,0,14.62
8696,18.08,0,18.08
9549,20.72,0.1353,20.72
9746,21.84,0.3241,21.84
9834,20.9,0.4493,20.9
9913,20.78,0.5111,20.78
9869,21.54,0.5157,21.54
9747,22.89,0.5283,22.89
9662,23.77,0.5478,23.77
9484,25.71,0.5083,25.71
9390,27.3,0.4275,27.3
9456,26.53,0.2737,26.53
9694,24.95,0.0788,24.95
10014,20.54,0,20.54
10428,15.09,0,15.09
10162,10.92,0,10.92
9552,8.22,0,8.22
8643,4.87,0,4.87
7788,2.76,0,2.76
7214,1.86,0,1.86
6893,1.36,0,1.36
6755,1.92,0,1.92
6719,4.46,0,4.46
6890,9.61,0,9.61
7542,15.44,0,15.44
8822,19.1,0,19.1
9614,21.89,0.1294,21.89
9858,23.07,0.2557,23.07
9984,22.07,0.3575,22.07
10096,21.95,0.4229,21.95
10114,22.76,0.4246,22.76
10041,24.18,0.4343,24.18
10001,25.11,0.3961,25.11
9878,27.16,0.3624,27.16
9780,28.83,0.3349,28.83
9754,28.03,0.2482,28.03
9785,26.35,0.077,26.35
9873,21.7,0,21.7
10116,15.94,0,15.94
9842,11.53,0,11.53
9332,8.68,0,8.68
8603,5.15,0,5.15
7817,2.91,0,2.91
7210,2.86,0,2.86
6839,2.02,0,2.02
6646,1.96,0,1.96
6556,2.74,0,2.74
6599,5.09,0,5.09
6830,8.36,0,8.36
7298,12.69,0,12.69
7834,17.24,0.1565,17.24
8497,21.85,0.335,21.85
8943,24.2,0.4633,24.2
9150,24.98,0.5242,24.98
9123,26.13,0.5091,26.13
8959,27.76,0.5234,27.76
8750,28.98,0.51,28.98
8534,30.4,0.5288,30.4
8354,31.19,0.4951,31.19
8315,29.64,0.3505,29.64
8349,26.81,0.1309,26.81
8508,22.28,0,22.28
9060,17.32,0,17.32
8990,13.22,0,13.22
8609,10.32,0,10.32
8053,7.2,0,7.2
7430,4.66,0,4.66
6925,2.88,0,2.88
6616,3.71,0,3.71
6456,1.36,0,1.36
6374,2.12,0,2.12
6394,3.96,0,3.96
6556,6.5,0,6.5
6877,9.93,0.0016,9.93
7248,14.06,0.1781,14.06
7809,18.37,0.3859,18.37
8267,23.64,0.534,23.64
8461,27.01,0.6506,27.01
8497,27.7,0.701,27.7
8407,27.58,0.7158,27.58
8247,26.75,0.7076,26.75
8109,26.18,0.6734,26.18
8033,25.04,0.5358,25.04
8138,23.83,0.3592,23.83
8344,21.36,0.1325,21.36
8614,18.37,0,18.37
9319,14.69,0,14.69
9193,11.71,0,11.71
8559,9.1,0,9.1
7747,6.56,0,6.56
7009,4.47,0,4.47
6488,1.62,0,1.62
6220,1.22,0,1.22
6097,1.75,0,1.75
6095,4,0,4
6305,8.24,0,8.24
7009,13.41,0,13.41
8321,16.79,0.0029,16.79
9087,19.24,0.1779,19.24
9303,20.24,0.3938,20.24
9426,21.43,0.5573,21.43
9581,25.41,0.6766,25.41
9660,27.06,0.678,27.06
9664,27.86,0.6611,27.86
9701,27.33,0.6551,27.33
9625,27.06,0.6173,27.06
9513,25.94,0.4965,25.94
9440,24.61,0.3363,24.61
9438,21.76,0.1242,21.76
9510,18.12,0,18.12
10034,13.81,0,13.81
9803,10.5,0,10.5
9053,7.32,0,7.32
8084,4.53,0,4.53
7222,2.68,0,2.68
6657,2.49,0,2.49
6364,1.8,0,1.8
6229,1.66,0,1.66
6188,2.46,0,2.46
6383,4.43,0,4.43
7038,7.27,0,7.27
8316,10.98,0,10.98
9058,15,0.1809,15
9240,18.95,0.3869,18.95
9335,21.02,0.5486,21.02
9468,21.68,0.673,21.68
9552,22.62,0.688,22.62
9590,24.07,0.6933,24.07
9666,25.15,0.6864,25.15
9640,26.32,0.65,26.32
9594,26.98,0.5134,26.98
9588,25.67,0.3401,25.67
9612,23.24,0.123,23.24
9624,19.29,0,19.29
10133,14.93,0,14.93
9966,11.4,0,11.4
9241,8.83,0,8.83
8240,6.2,0,6.2
7373,3.95,0,3.95
6779,1.69,0,1.69
6465,1.24,0,1.24
6283,1.74,0,1.74
6237,4.05,0,4.05
6399,8.71,0,8.71
7020,14,0,14
8288,17.32,0.0004,17.32
9036,19.85,0.1559,19.85
9330,20.91,0.3681,20.91
9512,20.01,0.5112,20.01
9710,19.9,0.7546,19.9
9832,20.63,0.6648,20.63
9865,21.93,0.6766,21.93
9921,22.77,0.6849,22.77
9892,24.62,0.6482,24.62
9842,26.14,0.5121,26.14
9817,25.41,0.3377,25.41
9815,23.89,0.1213,23.89
9778,19.68,0,19.68
10245,14.45,0,14.45
10070,10.46,0,10.46
9360,7.87,0,7.87
8382,4.67,0,4.67
7475,2.64,0,2.64
6924,1.76,0,1.76
6561,1.29,0,1.29
6379,1.82,0,1.82
6315,4.23,0,4.23
6456,9.1,0,9.1
7061,14.62,0,14.62
8316,18.08,0.0008,18.08
9067,20.72,0.1746,20.72
9369,21.84,0.3796,21.84
9601,20.9,0.555,20.9
9838,20.78,0.6824,20.78
9967,21.54,0.6979,21.54
10001,22.89,0.6999,22.89
10114,23.77,0.6953,23.77
10112,25.71,0.6556,25.71
10096,27.3,0.5221,27.3
10079,26.53,0.3484,26.53
10039,24.95,0.1274,24.95
9934,20.54,0,20.54
10363,15.09,0,15.09
10219,10.92,0,10.92
9523,8.22,0,8.22
8513,4.87,0,4.87
7619,2.76,0,2.76
7042,1.86,0,1.86
6684,1.36,0,1.36
6461,1.92,0,1.92
6390,4.46,0,4.46
6527,9.61,0,9.61
7096,15.44,0,15.44
8282,19.1,0,19.1
9039,21.89,0.1287,21.89
9336,23.07,0.2969,23.07
9530,22.07,0.4366,22.07
9699,21.95,0.5574,21.95
9746,22.76,0.6471,22.76
9669,24.18,0.6988,24.18
9692,25.11,0.7057,25.11
9603,27.16,0.6681,27.16
9488,28.83,0.5204,28.83
9425,28.03,0.3357,28.03
9321,26.35,0.1217,26.35
9137,21.7,0,21.7
9519,15.94,0,15.94
9343,11.53,0,11.53
8803,8.68,0,8.68
8073,5.15,0,5.15
7301,2.91,0,2.91
6716,2.86,0,2.86
6351,2.02,0,2.02
